"Election","JurisdictionName","ReportingCountyName","DataEntryJurisdictionName","DataEntryLevelName","Office","OfficeCategory","BallotOrder","NameonBallot","PoliticalParty","Winner","NumberofOfficeSeats","TotalVotes"
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,629
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,210
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,12
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Eastridge","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,1
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,336
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,41
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,2
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,5
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Northshore","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,8
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cornel West & Melina  Abdullah  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Donald J Trump & Jd  Vance","Republican","Yes",1,405
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Doug Jenkins (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Kamala D. Harris & Tim  Walz","Democratic","No",1,114
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Nala Baozun Scott Johnson Jr (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Paij Boring (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Peter Sonski (W/I)","American Solidarity","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Robert F. Kennedy Jr. & Nicole  Shanahan","We The People","No",1,7
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Shondra Irving (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Susan Maude Buchser (W/I)","Other","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Tom Hoefling & Andy  Prior  (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Westfield","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"William Cody Nalbach (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Pinewood","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"André Ramon Mcneil Sr. (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Pinewood","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Carol Asher (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Pinewood","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Chase Oliver & Mike  Ter Maat","Libertarian","No",1,2
"2024 General Election","Statewide","Prairie County","Pinewood","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Cherunda Lynn Fox (W/I)","Independent","No",1,0
"2024 General Election","Statewide","Prairie County","Pinewood","Precinct","US President & Vice President","Presidential Electors For US President & Vp",20,"Claudia De La Cruz & Karina  Garcia  (W/I)","Party For Socialism And Liberation","No",1,0
